﻿Codi Província;Nom Província;Codi Vegueria;Nom Vegueria;Codi Comarca;Nom Comarca;Codi Municipi;Nom Municipi;Població;Cens;Participació 13:00;Participació 18:00;Participació 20:00;Abstenció;Vots nuls;Vots en blanc;Vots a candidatures;Vots vàlids;PSC Vots;ERC Vots;JxCat Vots;VOX Vots;ECP-PEC Vots;CUP-G Vots;Cs Vots;PP Vots;PDeCAT Vots;RECORTES CERO-GV-M Vots;MPIC Vots;FNC Vots;PNC Vots;PCTC Vots;IZQP Vots;SOM TERRES DE L'EBRE Vots;PUM+J Vots;UEP Vots;EB Vots;UNIDOS SI-DEf-PDSJE-SOMOS ESPAÑA Vots;ALIANZA C V Vots;SCAT Vots;M.C.R. Vots
8;Barcelona;2;Catalunya Central;24;Osona;08112;Manlleu;20912;12901;3246;5955;6784;6117;83;61;6640;6701;997;1450;2468;380;204;578;202;85;193;8;22;37;9;6;1;;;;;;;;
8;Barcelona;2;Catalunya Central;7;Bages;08113;Manresa;78245;51872;12083;24108;27397;24475;311;210;26876;27086;4248;6424;8126;1499;1268;2322;884;623;1112;97;97;78;51;33;14;;;;;;;;
43;Tarragona;6;Camp de Tarragona;29;Priorat;43076;Marçà;600;460;154;264;315;145;3;4;308;312;36;99;99;7;3;52;4;1;6;0;0;0;0;0;;0;1;;;0;;;0
43;Tarragona;6;Camp de Tarragona;29;Priorat;43075;Margalef;106;85;45;49;55;30;2;1;52;53;5;15;21;2;1;4;0;0;4;0;0;0;0;0;;0;0;;;0;;;0
8;Barcelona;2;Catalunya Central;7;Bages;08242;Marganell;266;226;68;104;135;91;0;0;135;135;10;40;46;5;5;13;2;3;10;0;0;0;0;0;1;;;;;;;;
8;Barcelona;1;Barcelona;11;Baix Llobregat;08114;Martorell;28772;18961;4517;8615;9728;9233;132;85;9511;9596;2893;2172;1179;776;792;438;595;323;217;55;16;5;14;30;6;;;;;;;;
8;Barcelona;1;Barcelona;41;Vallès Oriental;08115;Martorelles;4820;3836;850;1593;1900;1936;30;12;1858;1870;460;461;328;151;141;96;126;42;37;4;4;3;0;4;1;;;;;;;;
17;Girona;3;Girona;2;Alt Empordà;17100;Masarac;288;197;68;119;131;66;2;1;128;129;14;21;71;6;1;8;2;0;3;0;0;2;0;0;0;;0;0;;;0;;
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43077;Mas de Barberans;564;440;111;188;229;211;7;1;221;222;86;62;14;22;6;8;7;13;1;0;1;0;0;0;;1;0;;;0;;;0
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43078;Masdenverge;1071;858;254;386;480;378;7;9;464;473;75;124;150;18;11;30;8;20;9;0;0;0;0;0;;16;2;;;1;;;0
8;Barcelona;2;Catalunya Central;24;Osona;08116;Masies de Roda, les;719;555;224;354;381;174;2;4;375;379;14;87;184;15;9;29;5;9;18;1;1;3;0;0;0;;;;;;;;
8;Barcelona;2;Catalunya Central;24;Osona;08117;Masies de Voltregà, les;3132;2517;813;1421;1584;933;20;16;1548;1564;204;366;579;68;52;157;29;20;53;2;11;3;3;1;0;;;;;;;;
43;Tarragona;8;Penedès;12;Baix Penedès;43079;Masllorenç;505;373;142;229;256;117;8;0;248;248;35;73;78;15;9;22;5;1;10;0;0;0;0;0;;0;0;;;0;;;0
8;Barcelona;1;Barcelona;21;Maresme;08118;Masnou, el;23831;17673;4250;9269;10756;6917;168;67;10521;10588;1886;2577;2454;631;766;834;536;376;319;61;23;15;24;15;4;;;;;;;;
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43080;Masó, la;280;233;80;152;167;66;4;2;161;163;16;40;57;6;8;18;3;6;3;0;0;2;0;0;;1;0;;;1;;;0
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43081;Maspujols;823;634;172;359;419;215;9;7;403;410;47;142;102;19;10;55;7;4;15;0;0;0;0;0;;2;0;;;0;;;0
8;Barcelona;8;Penedès;6;Anoia;08119;Masquefa;9402;7156;1562;2861;3324;3832;41;35;3248;3283;803;796;461;381;235;167;205;83;73;21;2;3;3;14;1;;;;;;;;
43;Tarragona;6;Camp de Tarragona;29;Priorat;43082;Masroig, el;492;345;102;199;246;99;8;2;236;238;23;62;82;13;3;33;0;8;11;1;0;0;0;0;;0;0;;;0;;;0
25;Lleida;4;Lleida;33;Segrià;25131;Massalcoreig;610;390;134;208;242;148;18;2;222;224;34;79;51;13;5;20;3;3;13;0;0;1;0;0;0;;0;;0;;;0;
17;Girona;3;Girona;34;Selva;17101;Massanes;796;588;165;260;298;290;5;3;290;293;36;75;84;24;16;33;11;3;1;2;1;0;0;2;0;;0;1;;;1;;
25;Lleida;4;Lleida;32;Segarra;25132;Massoteres;212;133;37;72;84;49;2;3;79;82;10;25;30;3;2;4;2;0;0;1;0;1;0;0;0;;0;;1;;;0;
8;Barcelona;1;Barcelona;40;Vallès Occidental;08120;Matadepera;9496;7283;1546;3828;4886;2397;37;51;4798;4849;368;788;2054;304;94;259;176;189;490;13;19;12;22;6;4;;;;;;;;
8;Barcelona;1;Barcelona;21;Maresme;08121;Mataró;129661;87625;19085;38035;43680;43945;500;351;42829;43180;10683;8700;8066;4592;2879;2356;2550;1509;1007;183;90;89;35;57;33;;;;;;;;
8;Barcelona;8;Penedès;3;Alt Penedès;08122;Mediona;2369;1772;410;710;846;926;7;9;830;839;124;262;189;42;61;95;14;8;15;7;7;5;0;0;1;;;;;;;;
25;Lleida;4;Lleida;23;Noguera;25134;Menàrguens;813;598;186;339;388;210;16;2;370;372;53;125;127;7;9;19;1;7;16;1;0;0;0;1;0;;2;;2;;;0;
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17099;Meranges;100;78;33;41;58;20;6;1;51;52;6;7;25;3;0;5;0;1;3;0;0;0;0;0;0;;0;0;;;1;;
17;Girona;3;Girona;19;Garrotxa;17105;Mieres;345;269;82;146;171;98;4;9;158;167;6;44;42;4;11;37;7;3;2;0;0;1;0;1;0;;0;0;;;0;;
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43083;Milà, el;190;149;51;75;91;58;1;0;90;90;12;19;20;11;3;5;6;9;1;1;3;0;0;0;;0;0;;;0;;;0
25;Lleida;4;Lleida;27;Pla d'Urgell;25135;Miralcamp;1385;990;216;423;554;436;17;6;531;537;70;156;186;21;7;22;13;9;34;4;1;2;4;0;0;;1;;1;;;0;
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43084;Miravet;706;512;150;297;341;171;12;7;322;329;37;142;81;5;10;28;6;0;4;1;2;0;0;0;;5;1;;;0;;;0
8;Barcelona;2;Catalunya Central;42;Moianès;08138;Moià;6383;4577;944;2142;2603;1974;37;28;2538;2566;295;777;737;77;106;287;59;43;127;5;8;11;4;1;1;;;;;;;;
43;Tarragona;6;Camp de Tarragona;29;Priorat;43085;Molar, el;291;230;79;145;165;65;8;1;156;157;13;59;46;6;5;13;4;2;6;0;2;0;0;0;;0;0;;;0;;;0
8;Barcelona;1;Barcelona;11;Baix Llobregat;08123;Molins de Rei;25940;19609;5011;10407;12040;7569;148;91;11801;11892;2710;3070;2264;646;861;971;558;269;277;55;32;33;23;26;6;;;;;;;;
25;Lleida;4;Lleida;27;Pla d'Urgell;25137;Mollerussa;14649;8648;1743;3643;4284;4364;102;25;4157;4182;607;1021;1282;216;119;257;108;130;341;6;4;10;26;3;1;;8;;16;;;2;
8;Barcelona;1;Barcelona;41;Vallès Oriental;08124;Mollet del Vallès;51600;37276;8251;16101;18611;18665;311;127;18173;18300;6160;3742;2029;1533;1707;692;1298;589;206;107;21;11;11;41;26;;;;;;;;
17;Girona;3;Girona;2;Alt Empordà;17106;Mollet de Peralada;198;144;52;94;104;40;1;0;103;103;16;22;40;4;0;6;4;1;8;1;0;1;0;0;0;;0;0;;;0;;
17;Girona;3;Girona;31;Ripollès;17107;Molló;336;271;100;154;186;85;11;2;173;175;8;27;97;7;9;10;2;6;5;0;0;0;0;0;0;;0;2;;;0;;
25;Lleida;2;Catalunya Central;35;Solsonès;25136;Molsosa, la;104;95;28;64;67;28;4;0;63;63;5;9;36;0;0;7;0;5;1;0;0;0;0;0;0;;0;;0;;;0;
8;Barcelona;2;Catalunya Central;42;Moianès;08128;Monistrol de Calders;702;597;174;312;356;241;4;2;350;352;25;106;119;17;9;50;3;2;15;2;2;0;0;0;0;;;;;;;;
8;Barcelona;2;Catalunya Central;7;Bages;08127;Monistrol de Montserrat;3139;2280;507;925;1106;1174;21;5;1080;1085;198;275;255;82;56;105;35;30;30;6;4;1;1;2;0;;;;;;;;
17;Girona;3;Girona;19;Garrotxa;17109;Montagut i Oix;930;725;217;375;430;295;7;8;415;423;15;89;177;10;9;84;7;0;9;0;5;5;0;4;0;;0;1;;;0;;
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43086;Montblanc;7379;5290;1220;2358;2872;2418;51;31;2790;2821;391;815;860;107;106;261;45;21;149;6;7;7;3;6;;1;2;;;2;;;1
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43088;Montbrió del Camp;2909;2041;497;932;1107;934;17;5;1085;1090;110;374;294;75;37;89;27;27;37;4;4;0;0;1;;3;1;;;2;;;0
8;Barcelona;1;Barcelona;40;Vallès Occidental;08125;Montcada i Reixac;36803;25735;5167;10953;12569;13166;182;101;12286;12387;3845;2655;1200;1214;1243;495;892;430;144;95;11;13;7;32;10;;;;;;;;
8;Barcelona;2;Catalunya Central;14;Berguedà;08130;Montclar;139;107;12;50;69;38;3;1;65;66;1;16;31;2;1;10;0;1;2;1;0;0;0;0;0;;;;;;;;
25;Lleida;5;Alt Pirineu i territori d'Aran;15;Cerdanya;25139;Montellà i Martinet;578;487;150;235;306;181;9;8;289;297;27;91;96;2;7;45;7;6;6;0;0;0;0;0;0;;0;;2;;;0;
8;Barcelona;2;Catalunya Central;24;Osona;08131;Montesquiu;1030;747;206;402;474;273;5;10;459;469;36;139;183;20;9;36;9;4;16;3;0;2;1;1;0;;;;;;;;
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25140;Montferrer i Castellbò;1034;798;194;375;444;354;7;8;429;437;43;120;131;8;18;43;5;14;40;1;2;0;1;1;0;;0;;2;;;0;
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43089;Montferri;403;289;75;130;145;144;1;2;142;144;31;33;34;9;8;21;1;1;1;0;0;0;0;2;;0;0;;;1;;;0
25;Lleida;4;Lleida;23;Noguera;25138;Montgai;643;572;202;329;363;209;9;9;345;354;42;122;91;8;0;31;9;14;22;0;3;1;0;0;0;;0;;1;;;1;
8;Barcelona;1;Barcelona;21;Maresme;08126;Montgat;12200;8926;2129;4023;4786;4140;53;41;4692;4733;1076;1117;778;378;421;281;335;150;88;29;14;8;5;10;2;;;;;;;;
8;Barcelona;2;Catalunya Central;14;Berguedà;08132;Montmajor;469;358;103;180;203;155;8;2;193;195;18;24;108;4;6;16;1;4;12;0;0;0;0;0;0;;;;;;;;
8;Barcelona;8;Penedès;6;Anoia;08133;Montmaneu;151;129;39;74;86;43;0;0;86;86;4;18;41;3;0;6;0;2;12;0;0;0;0;0;0;;;;;;;;
43;Tarragona;8;Penedès;12;Baix Penedès;43090;Montmell, el;1582;1306;234;381;425;881;18;0;407;407;104;82;60;67;30;24;20;9;2;3;0;1;0;0;;0;2;;;1;;;2
8;Barcelona;1;Barcelona;41;Vallès Oriental;08135;Montmeló;8831;6831;1953;3411;3947;2884;67;50;3830;3880;1363;624;384;320;405;208;257;185;36;24;4;5;3;5;7;;;;;;;;
25;Lleida;4;Lleida;33;Segrià;25142;Montoliu de Lleida;483;364;130;212;246;118;2;4;240;244;17;72;78;10;8;26;5;9;12;1;0;0;0;0;0;;2;;0;;;0;
25;Lleida;4;Lleida;32;Segarra;25141;Montoliu de Segarra;187;155;32;67;87;68;2;2;83;85;5;15;38;0;2;10;2;3;7;0;0;1;0;0;0;;0;;0;;;0;
8;Barcelona;1;Barcelona;41;Vallès Oriental;08136;Montornès del Vallès;16644;11839;2497;4985;5669;6170;107;53;5509;5562;1908;924;524;611;546;179;449;256;42;35;6;6;3;10;10;;;;;;;;
25;Lleida;4;Lleida;32;Segarra;25143;Montornès de Segarra;96;80;25;43;55;25;2;1;52;53;10;13;19;1;1;4;0;0;3;0;0;0;0;1;0;;0;;0;;;0;
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43091;Mont-ral;168;128;39;62;76;52;0;0;76;76;6;24;14;0;13;17;0;1;0;0;0;0;0;0;;0;1;;;0;;;0
17;Girona;3;Girona;10;Baix Empordà;17110;Mont-ras;1680;1347;397;703;775;572;5;7;763;770;158;173;224;58;27;35;30;27;26;0;3;0;0;0;0;;1;1;;;0;;
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43092;Mont-roig del Camp;12460;7648;1734;2956;3538;4110;52;17;3469;3486;732;752;605;491;143;150;276;180;84;14;9;3;0;4;;9;7;;;10;;;0
8;Barcelona;1;Barcelona;41;Vallès Oriental;08137;Montseny;351;285;89;151;197;88;5;0;192;192;20;44;64;3;14;25;2;0;15;2;1;2;0;0;0;;;;;;;;
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43093;Móra d'Ebre;5695;3833;904;1559;1998;1835;44;16;1938;1954;321;567;551;85;78;149;57;49;48;6;2;4;2;2;;13;4;;;0;;;0
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43094;Móra la Nova;3108;2146;569;998;1176;970;36;13;1127;1140;150;385;324;53;33;75;29;29;18;0;5;0;1;1;;18;3;;;1;;;2
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43095;Morell, el;3742;2600;668;1265;1406;1194;25;10;1371;1381;246;355;282;125;57;109;90;44;33;6;3;1;0;7;;6;4;;;2;;;1
43;Tarragona;6;Camp de Tarragona;29;Priorat;43096;Morera de Montsant, la;159;102;39;58;72;30;2;0;70;70;3;25;21;0;4;9;1;0;3;0;2;1;0;1;;0;0;;;0;;;0
8;Barcelona;2;Catalunya Central;24;Osona;08129;Muntanyola;632;504;172;316;355;149;3;6;346;352;19;119;126;6;13;37;6;3;12;0;1;2;1;1;0;;;;;;;;
8;Barcelona;2;Catalunya Central;7;Bages;08139;Mura;220;184;58;131;145;39;2;2;141;143;18;42;36;0;5;26;0;0;12;0;2;0;0;0;0;;;;;;;;
25;Lleida;4;Lleida;38;Urgell;25145;Nalec;90;74;36;51;60;14;0;0;60;60;7;20;28;0;1;0;0;0;1;0;3;0;0;0;0;;0;;0;;;0;
25;Lleida;5;Alt Pirineu i territori d'Aran;39;Consell General d'Aran;25025;Naut Aran;1836;1417;258;517;725;692;32;7;686;693;179;106;95;113;26;33;55;43;20;2;0;0;6;0;0;;4;;4;;;0;
8;Barcelona;2;Catalunya Central;7;Bages;08140;Navarcles;6057;4832;1008;2243;2647;2185;36;25;2586;2611;461;667;731;144;138;170;67;53;131;9;8;1;1;5;0;;;;;;;;
8;Barcelona;2;Catalunya Central;7;Bages;08141;Navàs;6018;4517;1189;2323;2649;1868;21;33;2595;2628;348;662;859;85;56;360;69;41;86;7;9;5;4;4;0;;;;;;;;
17;Girona;3;Girona;2;Alt Empordà;17111;Navata;1427;1007;301;559;651;356;11;5;635;640;44;135;210;35;26;80;16;9;55;1;0;13;3;0;0;;4;3;;;1;;
25;Lleida;2;Catalunya Central;35;Solsonès;25146;Navès;284;222;66;117;134;88;7;1;126;127;8;17;59;3;3;12;4;5;11;0;0;2;1;0;0;;0;;1;;;0;
8;Barcelona;2;Catalunya Central;14;Berguedà;08142;Nou de Berguedà, la;162;143;77;99;112;31;1;0;111;111;13;17;46;1;4;18;3;0;4;0;4;1;0;0;0;;;;;;;;
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43097;Nou de Gaià, la;600;409;129;268;289;120;7;3;279;282;37;86;66;14;21;30;4;7;9;1;0;3;0;0;;0;0;;;1;;;0
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43098;Nulles;509;355;121;211;239;116;2;3;234;237;9;57;86;16;8;29;9;8;7;2;0;0;0;1;;0;1;;;1;;;0
25;Lleida;2;Catalunya Central;35;Solsonès;25148;Odèn;258;216;74;118;142;74;1;1;140;141;5;34;48;1;0;11;3;6;30;0;0;1;1;0;0;;0;;0;;;0;
8;Barcelona;8;Penedès;6;Anoia;08143;Òdena;3668;2749;731;1321;1506;1243;33;25;1448;1473;357;319;300;88;75;101;60;26;101;13;1;3;3;0;1;;;;;;;;
17;Girona;3;Girona;31;Ripollès;17112;Ogassa;240;194;69;109;133;61;2;0;131;131;8;30;56;5;6;14;0;4;6;1;0;0;0;0;0;;1;0;;;0;;
8;Barcelona;8;Penedès;3;Alt Penedès;08145;Olèrdola;3768;2795;759;1539;1707;1088;32;20;1655;1675;303;411;422;95;94;152;57;32;78;6;1;1;0;3;0;;;;;;;;
8;Barcelona;8;Penedès;3;Alt Penedès;08146;Olesa de Bonesvalls;1840;1436;423;735;812;624;18;12;782;794;175;197;116;90;61;40;62;20;10;4;1;0;1;1;4;;;;;;;;
8;Barcelona;1;Barcelona;11;Baix Llobregat;08147;Olesa de Montserrat;24144;17547;3784;7841;9022;8525;154;111;8757;8868;2062;2255;1515;617;652;622;584;181;151;58;15;10;9;19;7;;;;;;;;
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25149;Oliana;1843;1373;421;701;830;543;11;3;816;819;107;262;301;13;17;43;11;26;33;1;0;1;0;0;1;;0;;0;;;0;
25;Lleida;4;Lleida;23;Noguera;25150;Oliola;203;166;39;101;118;48;4;1;113;114;5;26;52;8;1;13;1;2;4;0;0;1;0;0;0;;0;;0;;;0;
25;Lleida;2;Catalunya Central;35;Solsonès;25151;Olius;981;730;220;403;461;269;11;2;448;450;36;107;201;11;7;33;9;14;28;0;2;0;0;0;0;;0;;0;;;0;
8;Barcelona;8;Penedès;17;Garraf;08148;Olivella;3935;2445;639;1089;1220;1225;21;7;1192;1199;270;265;170;174;88;66;97;34;12;10;0;0;0;5;1;;;;;;;;
8;Barcelona;2;Catalunya Central;24;Osona;08149;Olost;1202;968;246;491;570;398;12;6;552;558;33;148;238;5;6;76;8;4;30;0;3;0;1;0;0;;;;;;;;
17;Girona;3;Girona;19;Garrotxa;17114;Olot;35926;23303;5680;10900;12387;10916;173;120;12094;12214;1539;2810;4674;521;396;1150;212;158;420;25;37;32;42;10;8;;23;19;;;18;;
25;Lleida;4;Lleida;32;Segarra;25152;Oluges, les;171;148;38;77;92;56;0;2;90;92;8;22;43;2;2;6;1;1;1;0;1;2;0;0;0;;0;;1;;;0;
8;Barcelona;2;Catalunya Central;14;Berguedà;08144;Olvan;858;728;206;401;461;267;10;9;442;451;37;120;155;14;7;62;8;14;19;1;5;0;0;0;0;;;;;;;;
25;Lleida;4;Lleida;18;Garrigues;25153;Omellons, els;206;181;44;89;103;78;5;6;92;98;7;35;19;9;6;4;1;4;3;1;0;0;0;0;0;;1;;2;;;0;
25;Lleida;4;Lleida;38;Urgell;25154;Omells de na Gaia, els;130;115;30;61;73;42;1;0;72;72;4;16;42;0;2;6;0;0;2;0;0;0;0;0;0;;0;;0;;;0;
17;Girona;3;Girona;2;Alt Empordà;17115;Ordis;361;278;122;171;200;78;7;4;189;193;10;74;62;5;5;23;1;0;6;1;0;1;0;0;0;;0;1;;;0;;
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25155;Organyà;771;596;186;276;359;237;3;4;352;356;43;95;134;11;10;24;6;9;16;1;1;1;0;0;0;;1;;0;;;0;
8;Barcelona;2;Catalunya Central;24;Osona;08150;Orís;322;265;87;148;178;87;6;1;171;172;13;32;76;3;8;21;2;4;10;0;1;1;0;0;0;;;;;;;;
8;Barcelona;2;Catalunya Central;24;Osona;08151;Oristà;549;449;174;281;300;149;5;2;293;295;19;65;116;4;7;31;4;5;40;1;1;0;0;0;0;;;;;;;;
8;Barcelona;8;Penedès;6;Anoia;08152;Orpí;151;115;30;73;84;31;0;0;84;84;4;28;31;2;1;14;0;0;3;0;1;0;0;0;0;;;;;;;;
8;Barcelona;1;Barcelona;21;Maresme;08153;Òrrius;758;593;209;360;420;173;4;3;413;416;31;123;125;13;19;65;8;2;21;1;5;0;0;0;0;;;;;;;;
25;Lleida;4;Lleida;23;Noguera;25156;Os de Balaguer;980;783;231;421;493;290;2;9;482;491;54;148;149;14;20;53;7;13;17;0;0;2;0;0;0;;1;;2;;;2;
17;Girona;3;Girona;34;Selva;17116;Osor;428;349;128;210;226;123;4;3;219;222;14;59;85;8;3;44;3;1;2;0;0;0;0;0;0;;0;0;;;0;;
25;Lleida;4;Lleida;38;Urgell;25157;Ossó de Sió;203;159;43;92;105;54;0;5;100;105;8;26;37;7;1;3;2;1;11;0;0;0;0;0;0;;0;;4;;;0;
8;Barcelona;8;Penedès;3;Alt Penedès;08154;Pacs del Penedès;918;699;223;403;444;255;7;3;434;437;61;101;121;21;25;33;18;12;35;0;2;3;2;0;0;;;;;;;;
8;Barcelona;1;Barcelona;21;Maresme;08155;Palafolls;9613;7180;1706;3146;3698;3482;70;53;3575;3628;902;873;575;336;269;201;225;68;60;29;7;7;6;17;0;;;;;;;;
17;Girona;3;Girona;10;Baix Empordà;17117;Palafrugell;23244;14589;2983;6084;6931;7658;122;59;6750;6809;1429;1505;1888;456;344;474;263;131;168;14;16;21;23;3;2;;5;7;;;1;;
17;Girona;3;Girona;10;Baix Empordà;17118;Palamós;18135;13126;3095;5469;6491;6635;121;57;6313;6370;1173;1620;1872;454;223;409;227;106;131;16;5;25;18;9;1;;10;10;;;4;;
25;Lleida;4;Lleida;27;Pla d'Urgell;25158;Palau d'Anglesola, el;2166;1613;354;867;998;615;11;21;966;987;71;310;361;33;18;62;9;16;77;1;2;3;2;1;0;;0;;0;;;0;
17;Girona;3;Girona;2;Alt Empordà;17119;Palau de Santa Eulàlia;90;82;33;49;63;19;0;5;58;63;6;12;17;1;5;11;1;1;4;0;0;0;0;0;0;;0;0;;;0;;
17;Girona;3;Girona;10;Baix Empordà;17121;Palau-sator;310;223;89;143;156;67;1;0;155;155;16;23;82;2;3;18;1;1;7;1;0;0;0;0;0;;1;0;;;0;;
17;Girona;3;Girona;2;Alt Empordà;17120;Palau-saverdera;1456;836;230;437;481;355;14;3;464;467;46;127;164;41;13;19;19;14;18;1;0;0;1;0;0;;0;1;;;0;;
8;Barcelona;1;Barcelona;40;Vallès Occidental;08156;Palau-solità i Plegamans;14892;11317;2633;5476;6222;5095;99;35;6088;6123;1338;1522;1117;585;410;294;432;192;148;21;6;6;5;9;3;;;;;;;;
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43100;Pallaresos, els;4850;3597;696;1561;1960;1637;53;13;1894;1907;453;453;288;216;121;107;130;75;19;4;1;4;2;10;;2;6;;;2;;;1
8;Barcelona;1;Barcelona;11;Baix Llobregat;08157;Pallejà;11622;8669;1931;4435;5052;3617;60;42;4950;4992;1437;1109;617;476;431;204;376;154;76;34;5;5;14;5;7;;;;;;;;
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43099;Palma d'Ebre, la;338;274;99;173;194;80;1;0;193;193;23;56;81;2;1;8;2;0;16;0;3;1;0;0;;0;0;;;0;;;0
8;Barcelona;1;Barcelona;11;Baix Llobregat;08905;Palma de Cervelló, la;2992;2346;677;1297;1516;830;29;9;1478;1487;282;423;321;92;99;109;53;31;49;8;4;1;3;3;0;;;;;;;;
17;Girona;3;Girona;28;Pla de l'Estany;17123;Palol de Revardit;448;335;121;244;254;81;15;0;239;239;11;47;138;5;0;27;1;1;7;0;0;1;0;0;0;;0;1;;;0;;
17;Girona;3;Girona;10;Baix Empordà;17124;Pals;2395;1638;533;871;1007;631;20;7;980;987;139;257;397;37;25;58;14;10;26;4;1;4;1;2;0;;1;2;;;2;;
8;Barcelona;1;Barcelona;11;Baix Llobregat;08158;Papiol, el;4172;3160;666;1567;1791;1369;18;25;1748;1773;392;478;346;96;101;120;98;54;32;12;6;4;2;4;3;;;;;;;;
17;Girona;3;Girona;31;Ripollès;17125;Pardines;169;132;43;65;84;48;2;2;80;82;2;19;41;1;1;14;0;0;1;0;1;0;0;0;0;;0;0;;;0;;
8;Barcelona;1;Barcelona;41;Vallès Oriental;08159;Parets del Vallès;19071;14302;3228;6463;7530;6772;106;49;7375;7424;2148;1735;1063;593;607;393;414;214;97;52;18;9;7;20;5;;;;;;;;
17;Girona;3;Girona;10;Baix Empordà;17126;Parlavà;391;326;152;218;253;73;2;2;249;251;15;70;108;1;0;43;3;2;5;0;0;2;0;0;0;;0;0;;;0;;
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43101;Passanant i Belltall;155;143;61;84;93;50;2;3;88;91;7;15;38;2;3;17;0;2;3;0;0;0;0;0;;0;1;;;0;;;0
17;Girona;3;Girona;2;Alt Empordà;17128;Pau;557;335;130;196;226;109;7;1;218;219;21;51;72;12;6;33;6;2;10;1;0;1;0;0;0;;1;1;;;1;;
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43102;Paüls;545;448;135;211;255;193;4;5;246;251;47;119;41;8;4;10;0;4;11;0;1;0;0;0;;1;0;;;0;;;0
17;Girona;3;Girona;2;Alt Empordà;17129;Pedret i Marzà;191;138;47;79;97;41;2;1;94;95;6;25;22;9;0;11;7;5;8;0;0;0;1;0;0;;0;0;;;0;;
25;Lleida;4;Lleida;23;Noguera;25164;Penelles;436;355;119;194;214;141;5;0;209;209;11;67;87;4;2;12;4;6;13;0;0;2;0;0;0;;0;;1;;;0;
17;Girona;3;Girona;10;Baix Empordà;17130;Pera, la;435;333;88;222;248;85;2;6;240;246;13;49;118;3;4;43;5;0;3;0;0;0;1;0;0;;1;0;;;0;;
8;Barcelona;2;Catalunya Central;24;Osona;08160;Perafita;405;329;120;180;210;119;7;3;200;203;7;52;89;4;7;25;0;3;8;0;1;2;1;1;0;;;;;;;;
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43103;Perafort;1264;934;237;446;513;421;17;2;494;496;77;136;86;55;22;27;34;23;13;3;1;1;2;2;;3;8;;;1;;;0
17;Girona;3;Girona;2;Alt Empordà;17132;Peralada;1898;1389;457;800;919;470;17;14;888;902;92;205;334;65;24;70;33;17;31;1;3;6;5;0;0;;0;2;;;0;;
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25165;Peramola;347;273;97;161;183;90;5;4;174;178;12;58;64;3;3;17;2;4;6;1;3;0;0;0;1;;0;;0;;;0;
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43104;Perelló, el;2826;1774;494;818;1058;716;31;12;1015;1027;123;374;283;22;30;114;9;5;23;2;8;1;1;1;;17;2;;;0;;;0
8;Barcelona;8;Penedès;6;Anoia;08161;Piera;16134;12118;2297;4513;5209;6909;59;46;5104;5150;1133;1303;804;575;312;349;288;162;104;33;13;7;6;9;6;;;;;;;;
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43105;Piles, les;210;160;40;96;116;44;4;7;105;112;8;28;39;2;6;15;1;2;3;0;0;0;0;0;;1;0;;;0;;;0
8;Barcelona;1;Barcelona;21;Maresme;08163;Pineda de Mar;27984;19992;4199;8447;9561;10431;115;58;9388;9446;2520;2394;1435;1038;507;403;490;370;117;51;25;9;8;13;8;;;;;;;;
43;Tarragona;7;Terres de l'Ebre;37;Terra Alta;43106;Pinell de Brai, el;1008;784;241;392;446;338;7;0;439;439;58;153;94;24;48;29;4;5;16;0;0;2;0;1;;5;0;;;0;;;0
25;Lleida;2;Catalunya Central;35;Solsonès;25166;Pinell de Solsonès;193;167;46;80;91;76;1;2;88;90;2;25;42;2;0;8;1;5;3;0;0;0;0;0;0;;0;;0;;;0;
