﻿Codi Província;Nom Província;Codi Vegueria;Nom Vegueria;Codi Comarca;Nom Comarca;Codi Municipi;Nom Municipi;Districte;Sigles Candidatura;Nom Candidatura;Vots
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17084;Isòvol;1;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);19
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17084;Isòvol;1;PDeCAT;Partit Demòcrata Europeu Català;17
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17084;Isòvol;1;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;12
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17084;Isòvol;1;ECP-PEC;En Comú Podem-Podem en Comú;8
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17084;Isòvol;1;VOX;Vox;6
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17084;Isòvol;1;Cs;Ciutadans-Partido de la Ciudadanía;3
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17084;Isòvol;1;PNC;Partit Nacionalista de Catalunya;2
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17084;Isòvol;1;PP;Partit Popular;1
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17084;Isòvol;1;IZQP;Izquierda en Positivo;0
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17084;Isòvol;1;PUM+J;Per Un Món Més Just;0
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17084;Isòvol;1;FNC;Front Nacional de Catalunya;0
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17084;Isòvol;1;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;0
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17084;Isòvol;1;MPIC;Moviment Primàries per la Independència de Catalunya;0
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17084;Isòvol;1;PCTC;Partit Comunista dels Treballadors de Catalunya;0
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17084;Isòvol;1;ALIANZA C V;Alianza por el Comercio y la Vivienda;0
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17084;Isòvol;1;UEP;Unión Europea de Pensionistas;0
25;Lleida;4;Lleida;27;Pla d'Urgell;25113;Ivars d'Urgell;1;ERC;Esquerra Republicana de Catalunya;251
25;Lleida;4;Lleida;27;Pla d'Urgell;25113;Ivars d'Urgell;1;JxCat;Junts per Catalunya;194
25;Lleida;4;Lleida;27;Pla d'Urgell;25113;Ivars d'Urgell;1;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);92
25;Lleida;4;Lleida;27;Pla d'Urgell;25113;Ivars d'Urgell;1;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;47
25;Lleida;4;Lleida;27;Pla d'Urgell;25113;Ivars d'Urgell;1;PDeCAT;Partit Demòcrata Europeu Català;44
25;Lleida;4;Lleida;27;Pla d'Urgell;25113;Ivars d'Urgell;1;ECP-PEC;En Comú Podem-Podem en Comú;15
25;Lleida;4;Lleida;27;Pla d'Urgell;25113;Ivars d'Urgell;1;PP;Partit Popular;14
25;Lleida;4;Lleida;27;Pla d'Urgell;25113;Ivars d'Urgell;1;VOX;Vox;12
25;Lleida;4;Lleida;27;Pla d'Urgell;25113;Ivars d'Urgell;1;Cs;Ciutadans-Partido de la Ciudadanía;8
25;Lleida;4;Lleida;27;Pla d'Urgell;25113;Ivars d'Urgell;1;PNC;Partit Nacionalista de Catalunya;3
25;Lleida;4;Lleida;27;Pla d'Urgell;25113;Ivars d'Urgell;1;EB;Escons en Blanc;2
25;Lleida;4;Lleida;27;Pla d'Urgell;25113;Ivars d'Urgell;1;MPIC;Moviment Primàries per la Independència de Catalunya;1
25;Lleida;4;Lleida;27;Pla d'Urgell;25113;Ivars d'Urgell;1;PCTC;Partit Comunista dels Treballadors de Catalunya;1
25;Lleida;4;Lleida;27;Pla d'Urgell;25113;Ivars d'Urgell;1;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;1
25;Lleida;4;Lleida;27;Pla d'Urgell;25113;Ivars d'Urgell;1;SCAT;Suport Civil Català;0
25;Lleida;4;Lleida;27;Pla d'Urgell;25113;Ivars d'Urgell;1;FNC;Front Nacional de Catalunya;0
25;Lleida;4;Lleida;27;Pla d'Urgell;25113;Ivars d'Urgell;1;PUM+J;Per Un Món Més Just;0
25;Lleida;4;Lleida;27;Pla d'Urgell;25113;Ivars d'Urgell;1;IZQP;Izquierda en Positivo;0
25;Lleida;4;Lleida;23;Noguera;25112;Ivars de Noguera;1;PDeCAT;Partit Demòcrata Europeu Català;36
25;Lleida;4;Lleida;23;Noguera;25112;Ivars de Noguera;1;ERC;Esquerra Republicana de Catalunya;35
25;Lleida;4;Lleida;23;Noguera;25112;Ivars de Noguera;1;JxCat;Junts per Catalunya;34
25;Lleida;4;Lleida;23;Noguera;25112;Ivars de Noguera;1;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;26
25;Lleida;4;Lleida;23;Noguera;25112;Ivars de Noguera;1;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);13
25;Lleida;4;Lleida;23;Noguera;25112;Ivars de Noguera;1;VOX;Vox;10
25;Lleida;4;Lleida;23;Noguera;25112;Ivars de Noguera;1;PP;Partit Popular;4
25;Lleida;4;Lleida;23;Noguera;25112;Ivars de Noguera;1;Cs;Ciutadans-Partido de la Ciudadanía;3
25;Lleida;4;Lleida;23;Noguera;25112;Ivars de Noguera;1;PNC;Partit Nacionalista de Catalunya;2
25;Lleida;4;Lleida;23;Noguera;25112;Ivars de Noguera;1;FNC;Front Nacional de Catalunya;2
25;Lleida;4;Lleida;23;Noguera;25112;Ivars de Noguera;1;SCAT;Suport Civil Català;1
25;Lleida;4;Lleida;23;Noguera;25112;Ivars de Noguera;1;ECP-PEC;En Comú Podem-Podem en Comú;1
25;Lleida;4;Lleida;23;Noguera;25112;Ivars de Noguera;1;PUM+J;Per Un Món Més Just;1
25;Lleida;4;Lleida;23;Noguera;25112;Ivars de Noguera;1;IZQP;Izquierda en Positivo;1
25;Lleida;4;Lleida;23;Noguera;25112;Ivars de Noguera;1;MPIC;Moviment Primàries per la Independència de Catalunya;0
25;Lleida;4;Lleida;23;Noguera;25112;Ivars de Noguera;1;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;0
25;Lleida;4;Lleida;23;Noguera;25112;Ivars de Noguera;1;PCTC;Partit Comunista dels Treballadors de Catalunya;0
25;Lleida;4;Lleida;23;Noguera;25112;Ivars de Noguera;1;EB;Escons en Blanc;0
25;Lleida;4;Lleida;32;Segarra;25114;Ivorra;1;JxCat;Junts per Catalunya;51
25;Lleida;4;Lleida;32;Segarra;25114;Ivorra;1;ERC;Esquerra Republicana de Catalunya;14
25;Lleida;4;Lleida;32;Segarra;25114;Ivorra;1;PDeCAT;Partit Demòcrata Europeu Català;8
25;Lleida;4;Lleida;32;Segarra;25114;Ivorra;1;ECP-PEC;En Comú Podem-Podem en Comú;3
25;Lleida;4;Lleida;32;Segarra;25114;Ivorra;1;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;2
25;Lleida;4;Lleida;32;Segarra;25114;Ivorra;1;FNC;Front Nacional de Catalunya;1
25;Lleida;4;Lleida;32;Segarra;25114;Ivorra;1;Cs;Ciutadans-Partido de la Ciudadanía;1
25;Lleida;4;Lleida;32;Segarra;25114;Ivorra;1;VOX;Vox;1
25;Lleida;4;Lleida;32;Segarra;25114;Ivorra;1;PP;Partit Popular;0
25;Lleida;4;Lleida;32;Segarra;25114;Ivorra;1;MPIC;Moviment Primàries per la Independència de Catalunya;0
25;Lleida;4;Lleida;32;Segarra;25114;Ivorra;1;SCAT;Suport Civil Català;0
25;Lleida;4;Lleida;32;Segarra;25114;Ivorra;1;PUM+J;Per Un Món Més Just;0
25;Lleida;4;Lleida;32;Segarra;25114;Ivorra;1;EB;Escons en Blanc;0
25;Lleida;4;Lleida;32;Segarra;25114;Ivorra;1;PCTC;Partit Comunista dels Treballadors de Catalunya;0
25;Lleida;4;Lleida;32;Segarra;25114;Ivorra;1;PNC;Partit Nacionalista de Catalunya;0
25;Lleida;4;Lleida;32;Segarra;25114;Ivorra;1;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;0
25;Lleida;4;Lleida;32;Segarra;25114;Ivorra;1;IZQP;Izquierda en Positivo;0
25;Lleida;4;Lleida;32;Segarra;25114;Ivorra;1;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);0
17;Girona;3;Girona;10;Baix Empordà;17085;Jafre;1;JxCat;Junts per Catalunya;79
17;Girona;3;Girona;10;Baix Empordà;17085;Jafre;1;ERC;Esquerra Republicana de Catalunya;58
17;Girona;3;Girona;10;Baix Empordà;17085;Jafre;1;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;37
17;Girona;3;Girona;10;Baix Empordà;17085;Jafre;1;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);11
17;Girona;3;Girona;10;Baix Empordà;17085;Jafre;1;ECP-PEC;En Comú Podem-Podem en Comú;9
17;Girona;3;Girona;10;Baix Empordà;17085;Jafre;1;PDeCAT;Partit Demòcrata Europeu Català;8
17;Girona;3;Girona;10;Baix Empordà;17085;Jafre;1;Cs;Ciutadans-Partido de la Ciudadanía;5
17;Girona;3;Girona;10;Baix Empordà;17085;Jafre;1;PP;Partit Popular;3
17;Girona;3;Girona;10;Baix Empordà;17085;Jafre;1;MPIC;Moviment Primàries per la Independència de Catalunya;3
17;Girona;3;Girona;10;Baix Empordà;17085;Jafre;1;VOX;Vox;2
17;Girona;3;Girona;10;Baix Empordà;17085;Jafre;1;FNC;Front Nacional de Catalunya;1
17;Girona;3;Girona;10;Baix Empordà;17085;Jafre;1;ALIANZA C V;Alianza por el Comercio y la Vivienda;0
17;Girona;3;Girona;10;Baix Empordà;17085;Jafre;1;PNC;Partit Nacionalista de Catalunya;0
17;Girona;3;Girona;10;Baix Empordà;17085;Jafre;1;PCTC;Partit Comunista dels Treballadors de Catalunya;0
17;Girona;3;Girona;10;Baix Empordà;17085;Jafre;1;UEP;Unión Europea de Pensionistas;0
17;Girona;3;Girona;10;Baix Empordà;17085;Jafre;1;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;0
17;Girona;3;Girona;10;Baix Empordà;17085;Jafre;1;IZQP;Izquierda en Positivo;0
17;Girona;3;Girona;10;Baix Empordà;17085;Jafre;1;PUM+J;Per Un Món Més Just;0
17;Girona;3;Girona;2;Alt Empordà;17086;Jonquera, la;1;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);184
17;Girona;3;Girona;2;Alt Empordà;17086;Jonquera, la;1;ERC;Esquerra Republicana de Catalunya;176
17;Girona;3;Girona;2;Alt Empordà;17086;Jonquera, la;1;JxCat;Junts per Catalunya;127
17;Girona;3;Girona;2;Alt Empordà;17086;Jonquera, la;1;VOX;Vox;104
17;Girona;3;Girona;2;Alt Empordà;17086;Jonquera, la;1;Cs;Ciutadans-Partido de la Ciudadanía;53
17;Girona;3;Girona;2;Alt Empordà;17086;Jonquera, la;1;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;53
17;Girona;3;Girona;2;Alt Empordà;17086;Jonquera, la;1;PP;Partit Popular;35
17;Girona;3;Girona;2;Alt Empordà;17086;Jonquera, la;1;PDeCAT;Partit Demòcrata Europeu Català;19
17;Girona;3;Girona;2;Alt Empordà;17086;Jonquera, la;1;ECP-PEC;En Comú Podem-Podem en Comú;19
17;Girona;3;Girona;2;Alt Empordà;17086;Jonquera, la;1;FNC;Front Nacional de Catalunya;6
17;Girona;3;Girona;2;Alt Empordà;17086;Jonquera, la;1;PNC;Partit Nacionalista de Catalunya;5
17;Girona;3;Girona;2;Alt Empordà;17086;Jonquera, la;1;PUM+J;Per Un Món Més Just;4
17;Girona;3;Girona;2;Alt Empordà;17086;Jonquera, la;1;UEP;Unión Europea de Pensionistas;3
17;Girona;3;Girona;2;Alt Empordà;17086;Jonquera, la;1;ALIANZA C V;Alianza por el Comercio y la Vivienda;2
17;Girona;3;Girona;2;Alt Empordà;17086;Jonquera, la;1;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;2
17;Girona;3;Girona;2;Alt Empordà;17086;Jonquera, la;1;MPIC;Moviment Primàries per la Independència de Catalunya;1
17;Girona;3;Girona;2;Alt Empordà;17086;Jonquera, la;1;IZQP;Izquierda en Positivo;0
17;Girona;3;Girona;2;Alt Empordà;17086;Jonquera, la;1;PCTC;Partit Comunista dels Treballadors de Catalunya;0
8;Barcelona;8;Penedès;6;Anoia;08103;Jorba;1;JxCat;Junts per Catalunya;111
8;Barcelona;8;Penedès;6;Anoia;08103;Jorba;1;ERC;Esquerra Republicana de Catalunya;102
8;Barcelona;8;Penedès;6;Anoia;08103;Jorba;1;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);40
8;Barcelona;8;Penedès;6;Anoia;08103;Jorba;1;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;39
8;Barcelona;8;Penedès;6;Anoia;08103;Jorba;1;PDeCAT;Partit Demòcrata Europeu Català;21
8;Barcelona;8;Penedès;6;Anoia;08103;Jorba;1;VOX;Vox;19
8;Barcelona;8;Penedès;6;Anoia;08103;Jorba;1;Cs;Ciutadans-Partido de la Ciudadanía;16
8;Barcelona;8;Penedès;6;Anoia;08103;Jorba;1;ECP-PEC;En Comú Podem-Podem en Comú;13
8;Barcelona;8;Penedès;6;Anoia;08103;Jorba;1;PP;Partit Popular;5
8;Barcelona;8;Penedès;6;Anoia;08103;Jorba;1;PNC;Partit Nacionalista de Catalunya;3
8;Barcelona;8;Penedès;6;Anoia;08103;Jorba;1;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;2
8;Barcelona;8;Penedès;6;Anoia;08103;Jorba;1;MPIC;Moviment Primàries per la Independència de Catalunya;0
8;Barcelona;8;Penedès;6;Anoia;08103;Jorba;1;FNC;Front Nacional de Catalunya;0
8;Barcelona;8;Penedès;6;Anoia;08103;Jorba;1;PCTC;Partit Comunista dels Treballadors de Catalunya;0
8;Barcelona;8;Penedès;6;Anoia;08103;Jorba;1;IZQP;Izquierda en Positivo;0
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25910;Josa i Tuixén;1;JxCat;Junts per Catalunya;23
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25910;Josa i Tuixén;1;ERC;Esquerra Republicana de Catalunya;19
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25910;Josa i Tuixén;1;ECP-PEC;En Comú Podem-Podem en Comú;6
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25910;Josa i Tuixén;1;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;4
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25910;Josa i Tuixén;1;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);3
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25910;Josa i Tuixén;1;PDeCAT;Partit Demòcrata Europeu Català;2
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25910;Josa i Tuixén;1;FNC;Front Nacional de Catalunya;2
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25910;Josa i Tuixén;1;SCAT;Suport Civil Català;1
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25910;Josa i Tuixén;1;VOX;Vox;0
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25910;Josa i Tuixén;1;IZQP;Izquierda en Positivo;0
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25910;Josa i Tuixén;1;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;0
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25910;Josa i Tuixén;1;MPIC;Moviment Primàries per la Independència de Catalunya;0
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25910;Josa i Tuixén;1;EB;Escons en Blanc;0
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25910;Josa i Tuixén;1;PNC;Partit Nacionalista de Catalunya;0
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25910;Josa i Tuixén;1;PUM+J;Per Un Món Més Just;0
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25910;Josa i Tuixén;1;Cs;Ciutadans-Partido de la Ciudadanía;0
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25910;Josa i Tuixén;1;PCTC;Partit Comunista dels Treballadors de Catalunya;0
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25910;Josa i Tuixén;1;PP;Partit Popular;0
17;Girona;3;Girona;20;Gironès;17087;Juià;1;JxCat;Junts per Catalunya;57
17;Girona;3;Girona;20;Gironès;17087;Juià;1;ERC;Esquerra Republicana de Catalunya;40
17;Girona;3;Girona;20;Gironès;17087;Juià;1;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;39
17;Girona;3;Girona;20;Gironès;17087;Juià;1;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);10
17;Girona;3;Girona;20;Gironès;17087;Juià;1;VOX;Vox;6
17;Girona;3;Girona;20;Gironès;17087;Juià;1;PP;Partit Popular;3
17;Girona;3;Girona;20;Gironès;17087;Juià;1;MPIC;Moviment Primàries per la Independència de Catalunya;1
17;Girona;3;Girona;20;Gironès;17087;Juià;1;PDeCAT;Partit Demòcrata Europeu Català;1
17;Girona;3;Girona;20;Gironès;17087;Juià;1;Cs;Ciutadans-Partido de la Ciudadanía;1
17;Girona;3;Girona;20;Gironès;17087;Juià;1;ECP-PEC;En Comú Podem-Podem en Comú;1
17;Girona;3;Girona;20;Gironès;17087;Juià;1;UEP;Unión Europea de Pensionistas;0
17;Girona;3;Girona;20;Gironès;17087;Juià;1;PUM+J;Per Un Món Més Just;0
17;Girona;3;Girona;20;Gironès;17087;Juià;1;PNC;Partit Nacionalista de Catalunya;0
17;Girona;3;Girona;20;Gironès;17087;Juià;1;ALIANZA C V;Alianza por el Comercio y la Vivienda;0
17;Girona;3;Girona;20;Gironès;17087;Juià;1;PCTC;Partit Comunista dels Treballadors de Catalunya;0
17;Girona;3;Girona;20;Gironès;17087;Juià;1;FNC;Front Nacional de Catalunya;0
17;Girona;3;Girona;20;Gironès;17087;Juià;1;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;0
17;Girona;3;Girona;20;Gironès;17087;Juià;1;IZQP;Izquierda en Positivo;0
25;Lleida;4;Lleida;18;Garrigues;25118;Juncosa;1;JxCat;Junts per Catalunya;68
25;Lleida;4;Lleida;18;Garrigues;25118;Juncosa;1;ERC;Esquerra Republicana de Catalunya;42
25;Lleida;4;Lleida;18;Garrigues;25118;Juncosa;1;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);18
25;Lleida;4;Lleida;18;Garrigues;25118;Juncosa;1;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;13
25;Lleida;4;Lleida;18;Garrigues;25118;Juncosa;1;PP;Partit Popular;3
25;Lleida;4;Lleida;18;Garrigues;25118;Juncosa;1;ECP-PEC;En Comú Podem-Podem en Comú;3
25;Lleida;4;Lleida;18;Garrigues;25118;Juncosa;1;VOX;Vox;3
25;Lleida;4;Lleida;18;Garrigues;25118;Juncosa;1;Cs;Ciutadans-Partido de la Ciudadanía;2
25;Lleida;4;Lleida;18;Garrigues;25118;Juncosa;1;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;1
25;Lleida;4;Lleida;18;Garrigues;25118;Juncosa;1;IZQP;Izquierda en Positivo;1
25;Lleida;4;Lleida;18;Garrigues;25118;Juncosa;1;PDeCAT;Partit Demòcrata Europeu Català;1
25;Lleida;4;Lleida;18;Garrigues;25118;Juncosa;1;PUM+J;Per Un Món Més Just;0
25;Lleida;4;Lleida;18;Garrigues;25118;Juncosa;1;PNC;Partit Nacionalista de Catalunya;0
25;Lleida;4;Lleida;18;Garrigues;25118;Juncosa;1;MPIC;Moviment Primàries per la Independència de Catalunya;0
25;Lleida;4;Lleida;18;Garrigues;25118;Juncosa;1;EB;Escons en Blanc;0
25;Lleida;4;Lleida;18;Garrigues;25118;Juncosa;1;PCTC;Partit Comunista dels Treballadors de Catalunya;0
25;Lleida;4;Lleida;18;Garrigues;25118;Juncosa;1;FNC;Front Nacional de Catalunya;0
25;Lleida;4;Lleida;18;Garrigues;25118;Juncosa;1;SCAT;Suport Civil Català;0
25;Lleida;4;Lleida;18;Garrigues;25119;Juneda;1;ERC;Esquerra Republicana de Catalunya;447
25;Lleida;4;Lleida;18;Garrigues;25119;Juneda;1;JxCat;Junts per Catalunya;415
25;Lleida;4;Lleida;18;Garrigues;25119;Juneda;1;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);136
25;Lleida;4;Lleida;18;Garrigues;25119;Juneda;1;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;117
25;Lleida;4;Lleida;18;Garrigues;25119;Juneda;1;PDeCAT;Partit Demòcrata Europeu Català;115
25;Lleida;4;Lleida;18;Garrigues;25119;Juneda;1;PP;Partit Popular;26
25;Lleida;4;Lleida;18;Garrigues;25119;Juneda;1;Cs;Ciutadans-Partido de la Ciudadanía;23
25;Lleida;4;Lleida;18;Garrigues;25119;Juneda;1;ECP-PEC;En Comú Podem-Podem en Comú;21
25;Lleida;4;Lleida;18;Garrigues;25119;Juneda;1;VOX;Vox;19
25;Lleida;4;Lleida;18;Garrigues;25119;Juneda;1;MPIC;Moviment Primàries per la Independència de Catalunya;3
25;Lleida;4;Lleida;18;Garrigues;25119;Juneda;1;EB;Escons en Blanc;3
25;Lleida;4;Lleida;18;Garrigues;25119;Juneda;1;SCAT;Suport Civil Català;2
25;Lleida;4;Lleida;18;Garrigues;25119;Juneda;1;PCTC;Partit Comunista dels Treballadors de Catalunya;1
25;Lleida;4;Lleida;18;Garrigues;25119;Juneda;1;PNC;Partit Nacionalista de Catalunya;0
25;Lleida;4;Lleida;18;Garrigues;25119;Juneda;1;FNC;Front Nacional de Catalunya;0
25;Lleida;4;Lleida;18;Garrigues;25119;Juneda;1;PUM+J;Per Un Món Més Just;0
25;Lleida;4;Lleida;18;Garrigues;25119;Juneda;1;IZQP;Izquierda en Positivo;0
25;Lleida;4;Lleida;18;Garrigues;25119;Juneda;1;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;0
25;Lleida;5;Alt Pirineu i territori d'Aran;39;Consell General d'Aran;25121;Les;1;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);110
25;Lleida;5;Alt Pirineu i territori d'Aran;39;Consell General d'Aran;25121;Les;1;ERC;Esquerra Republicana de Catalunya;56
25;Lleida;5;Alt Pirineu i territori d'Aran;39;Consell General d'Aran;25121;Les;1;JxCat;Junts per Catalunya;29
25;Lleida;5;Alt Pirineu i territori d'Aran;39;Consell General d'Aran;25121;Les;1;VOX;Vox;25
25;Lleida;5;Alt Pirineu i territori d'Aran;39;Consell General d'Aran;25121;Les;1;Cs;Ciutadans-Partido de la Ciudadanía;20
25;Lleida;5;Alt Pirineu i territori d'Aran;39;Consell General d'Aran;25121;Les;1;ECP-PEC;En Comú Podem-Podem en Comú;20
25;Lleida;5;Alt Pirineu i territori d'Aran;39;Consell General d'Aran;25121;Les;1;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;11
25;Lleida;5;Alt Pirineu i territori d'Aran;39;Consell General d'Aran;25121;Les;1;PP;Partit Popular;11
25;Lleida;5;Alt Pirineu i territori d'Aran;39;Consell General d'Aran;25121;Les;1;PDeCAT;Partit Demòcrata Europeu Català;7
25;Lleida;5;Alt Pirineu i territori d'Aran;39;Consell General d'Aran;25121;Les;1;FNC;Front Nacional de Catalunya;1
25;Lleida;5;Alt Pirineu i territori d'Aran;39;Consell General d'Aran;25121;Les;1;EB;Escons en Blanc;1
25;Lleida;5;Alt Pirineu i territori d'Aran;39;Consell General d'Aran;25121;Les;1;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;1
25;Lleida;5;Alt Pirineu i territori d'Aran;39;Consell General d'Aran;25121;Les;1;PNC;Partit Nacionalista de Catalunya;0
25;Lleida;5;Alt Pirineu i territori d'Aran;39;Consell General d'Aran;25121;Les;1;PUM+J;Per Un Món Més Just;0
25;Lleida;5;Alt Pirineu i territori d'Aran;39;Consell General d'Aran;25121;Les;1;PCTC;Partit Comunista dels Treballadors de Catalunya;0
25;Lleida;5;Alt Pirineu i territori d'Aran;39;Consell General d'Aran;25121;Les;1;SCAT;Suport Civil Català;0
25;Lleida;5;Alt Pirineu i territori d'Aran;39;Consell General d'Aran;25121;Les;1;IZQP;Izquierda en Positivo;0
25;Lleida;5;Alt Pirineu i territori d'Aran;39;Consell General d'Aran;25121;Les;1;MPIC;Moviment Primàries per la Independència de Catalunya;0
25;Lleida;4;Lleida;27;Pla d'Urgell;25122;Linyola;1;JxCat;Junts per Catalunya;399
25;Lleida;4;Lleida;27;Pla d'Urgell;25122;Linyola;1;ERC;Esquerra Republicana de Catalunya;317
25;Lleida;4;Lleida;27;Pla d'Urgell;25122;Linyola;1;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;80
25;Lleida;4;Lleida;27;Pla d'Urgell;25122;Linyola;1;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);70
25;Lleida;4;Lleida;27;Pla d'Urgell;25122;Linyola;1;PDeCAT;Partit Demòcrata Europeu Català;37
25;Lleida;4;Lleida;27;Pla d'Urgell;25122;Linyola;1;Cs;Ciutadans-Partido de la Ciudadanía;32
25;Lleida;4;Lleida;27;Pla d'Urgell;25122;Linyola;1;PP;Partit Popular;25
25;Lleida;4;Lleida;27;Pla d'Urgell;25122;Linyola;1;ECP-PEC;En Comú Podem-Podem en Comú;18
25;Lleida;4;Lleida;27;Pla d'Urgell;25122;Linyola;1;VOX;Vox;16
25;Lleida;4;Lleida;27;Pla d'Urgell;25122;Linyola;1;EB;Escons en Blanc;8
25;Lleida;4;Lleida;27;Pla d'Urgell;25122;Linyola;1;PUM+J;Per Un Món Més Just;3
25;Lleida;4;Lleida;27;Pla d'Urgell;25122;Linyola;1;FNC;Front Nacional de Catalunya;3
25;Lleida;4;Lleida;27;Pla d'Urgell;25122;Linyola;1;PNC;Partit Nacionalista de Catalunya;3
25;Lleida;4;Lleida;27;Pla d'Urgell;25122;Linyola;1;MPIC;Moviment Primàries per la Independència de Catalunya;3
25;Lleida;4;Lleida;27;Pla d'Urgell;25122;Linyola;1;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;3
25;Lleida;4;Lleida;27;Pla d'Urgell;25122;Linyola;1;SCAT;Suport Civil Català;2
25;Lleida;4;Lleida;27;Pla d'Urgell;25122;Linyola;1;PCTC;Partit Comunista dels Treballadors de Catalunya;2
25;Lleida;4;Lleida;27;Pla d'Urgell;25122;Linyola;1;IZQP;Izquierda en Positivo;1
8;Barcelona;8;Penedès;6;Anoia;08104;Llacuna, la;1;JxCat;Junts per Catalunya;155
8;Barcelona;8;Penedès;6;Anoia;08104;Llacuna, la;1;ERC;Esquerra Republicana de Catalunya;108
